Date,version_name,market_state,strong_neutral,bil_weight,overlay_cash_weight,sleeve_bil_weight,sleeve_internal_bil_weight,self_gated_internal_bil_weight,self_gated_overlay_cut_total,self_gated_overlay_cut_risky,non_self_gated_overlay_cut_total,non_self_gated_overlay_cut_risky,regime_multiplier,target_vol_multiplier,gross_multiplier,binding_source
2005-05-20,improved_phasesss3_calm_old_low_stress_derisk,neutral_mixed,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2005-05-27,improved_phasesss3_calm_old_low_stress_derisk,neutral_mixed,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2005-06-03,improved_phasesss3_calm_old_low_stress_derisk,neutral_mixed,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2005-06-10,improved_phasesss3_calm_old_low_stress_derisk,neutral_mixed,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2005-06-17,improved_phasesss3_calm_old_low_stress_derisk,neutral_mixed,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2005-06-24,improved_phasesss3_calm_old_low_stress_derisk,neutral_mixed,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2005-07-01,improved_phasesss3_calm_old_low_stress_derisk,neutral_mixed,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2005-07-08,improved_phasesss3_calm_old_low_stress_derisk,neutral_mixed,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2005-07-15,improved_phasesss3_calm_old_low_stress_derisk,neutral_mixed,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2005-07-22,improved_phasesss3_calm_old_low_stress_derisk,neutral_mixed,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2005-07-29,improved_phasesss3_calm_old_low_stress_derisk,neutral_mixed,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2005-08-05,improved_phasesss3_calm_old_low_stress_derisk,neutral_mixed,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2005-08-12,improved_phasesss3_calm_old_low_stress_derisk,neutral_mixed,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2005-08-19,improved_phasesss3_calm_old_low_stress_derisk,calm_trend,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2005-08-26,improved_phasesss3_calm_old_low_stress_derisk,calm_trend,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2005-09-02,improved_phasesss3_calm_old_low_stress_derisk,calm_trend,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2005-09-09,improved_phasesss3_calm_old_low_stress_derisk,calm_trend,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2005-09-16,improved_phasesss3_calm_old_low_stress_derisk,neutral_mixed,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2005-09-23,improved_phasesss3_calm_old_low_stress_derisk,neutral_mixed,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2005-09-30,improved_phasesss3_calm_old_low_stress_derisk,calm_trend,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2005-10-07,improved_phasesss3_calm_old_low_stress_derisk,calm_trend,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2005-10-14,improved_phasesss3_calm_old_low_stress_derisk,neutral_mixed,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2005-10-21,improved_phasesss3_calm_old_low_stress_derisk,neutral_mixed,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2005-10-28,improved_phasesss3_calm_old_low_stress_derisk,neutral_mixed,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2005-11-04,improved_phasesss3_calm_old_low_stress_derisk,neutral_mixed,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2005-11-11,improved_phasesss3_calm_old_low_stress_derisk,neutral_mixed,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2005-11-18,improved_phasesss3_calm_old_low_stress_derisk,neutral_mixed,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2005-11-25,improved_phasesss3_calm_old_low_stress_derisk,neutral_mixed,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2005-12-02,improved_phasesss3_calm_old_low_stress_derisk,neutral_mixed,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2005-12-09,improved_phasesss3_calm_old_low_stress_derisk,neutral_mixed,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2005-12-16,improved_phasesss3_calm_old_low_stress_derisk,neutral_mixed,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2005-12-23,improved_phasesss3_calm_old_low_stress_derisk,neutral_mixed,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2005-12-30,improved_phasesss3_calm_old_low_stress_derisk,neutral_mixed,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2006-01-06,improved_phasesss3_calm_old_low_stress_derisk,neutral_mixed,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2006-01-13,improved_phasesss3_calm_old_low_stress_derisk,calm_trend,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2006-01-20,improved_phasesss3_calm_old_low_stress_derisk,calm_trend,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2006-01-27,improved_phasesss3_calm_old_low_stress_derisk,neutral_mixed,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2006-02-03,improved_phasesss3_calm_old_low_stress_derisk,neutral_mixed,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2006-02-10,improved_phasesss3_calm_old_low_stress_derisk,neutral_mixed,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2006-02-17,improved_phasesss3_calm_old_low_stress_derisk,neutral_mixed,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2006-02-24,improved_phasesss3_calm_old_low_stress_derisk,neutral_mixed,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2006-03-03,improved_phasesss3_calm_old_low_stress_derisk,neutral_mixed,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2006-03-10,improved_phasesss3_calm_old_low_stress_derisk,neutral_mixed,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2006-03-17,improved_phasesss3_calm_old_low_stress_derisk,neutral_mixed,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2006-03-24,improved_phasesss3_calm_old_low_stress_derisk,neutral_mixed,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2006-03-31,improved_phasesss3_calm_old_low_stress_derisk,neutral_mixed,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2006-04-07,improved_phasesss3_calm_old_low_stress_derisk,neutral_mixed,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2006-04-14,improved_phasesss3_calm_old_low_stress_derisk,neutral_mixed,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2006-04-21,improved_phasesss3_calm_old_low_stress_derisk,neutral_mixed,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2006-04-28,improved_phasesss3_calm_old_low_stress_derisk,neutral_mixed,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2006-05-05,improved_phasesss3_calm_old_low_stress_derisk,neutral_mixed,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2006-05-12,improved_phasesss3_calm_old_low_stress_derisk,neutral_mixed,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2006-05-19,improved_phasesss3_calm_old_low_stress_derisk,neutral_mixed,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2006-05-26,improved_phasesss3_calm_old_low_stress_derisk,stressed_panic,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2006-06-02,improved_phasesss3_calm_old_low_stress_derisk,neutral_mixed,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2006-06-09,improved_phasesss3_calm_old_low_stress_derisk,neutral_mixed,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2006-06-16,improved_phasesss3_calm_old_low_stress_derisk,neutral_mixed,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2006-06-23,improved_phasesss3_calm_old_low_stress_derisk,stressed_panic,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2006-06-30,improved_phasesss3_calm_old_low_stress_derisk,neutral_mixed,0.0,0.19999999999999996,0.19999999999999996,0.0,0.0,0.0,0.06392272169906377,0.06392272169906377,0.13607727830093622,0.13607727830093622,0.8,1.0,0.8,regime
2006-07-07,improved_phasesss3_calm_old_low_stress_derisk,neutral_mixed,0.0,0.19999999999999996,0.19999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2006-07-14,improved_phasesss3_calm_old_low_stress_derisk,neutral_mixed,0.0,0.19999999999999996,0.19999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2006-07-21,improved_phasesss3_calm_old_low_stress_derisk,stressed_panic,0.0,0.19999999999999996,0.19999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2006-07-28,improved_phasesss3_calm_old_low_stress_derisk,neutral_mixed,0.0,0.19999999999999996,0.19999999999999996,0.0,0.0,0.0,0.08586496731104931,0.08586496731104931,0.11413503268895067,0.11413503268895067,0.8,1.0,0.8,regime
2006-08-04,improved_phasesss3_calm_old_low_stress_derisk,neutral_mixed,0.0,0.20000000000000007,0.19999999999999996,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2006-08-11,improved_phasesss3_calm_old_low_stress_derisk,neutral_mixed,0.0,0.20000000000000007,0.19999999999999996,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2006-08-18,improved_phasesss3_calm_old_low_stress_derisk,recovery_fragile,0.0,0.20000000000000018,0.19999999999999996,2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2006-08-25,improved_phasesss3_calm_old_low_stress_derisk,neutral_mixed,0.0,0.19999999999999996,0.19999999999999984,1.1102230246251565e-16,0.0,0.0,0.09677754929749258,0.09677754929749258,0.10322245070250738,0.10322245070250738,0.8,1.0,0.8000000000000002,regime
2006-09-01,improved_phasesss3_calm_old_low_stress_derisk,recovery_fragile,0.0,0.19999999999999984,0.19999999999999984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2006-09-08,improved_phasesss3_calm_old_low_stress_derisk,recovery_fragile,0.0,0.19999999999999996,0.19999999999999984,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2006-09-15,improved_phasesss3_calm_old_low_stress_derisk,neutral_mixed,0.0,0.19999999999999984,0.19999999999999984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2006-09-22,improved_phasesss3_calm_old_low_stress_derisk,neutral_mixed,0.0,0.19999999999999996,0.19999999999999984,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2006-09-29,improved_phasesss3_calm_old_low_stress_derisk,neutral_mixed,0.0,0.19999999999999984,0.19999999999999984,0.0,0.0,0.0,0.10397125078367939,0.10397125078367939,0.09602874921632056,0.09602874921632056,0.8,1.0,0.8000000000000002,regime
2006-10-06,improved_phasesss3_calm_old_low_stress_derisk,neutral_mixed,0.0,0.19999999999999973,0.19999999999999984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2006-10-13,improved_phasesss3_calm_old_low_stress_derisk,neutral_mixed,1.0,0.19999999999999996,0.19999999999999984,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2006-10-20,improved_phasesss3_calm_old_low_stress_derisk,neutral_mixed,0.0,0.19999999999999996,0.19999999999999984,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2006-10-27,improved_phasesss3_calm_old_low_stress_derisk,neutral_mixed,1.0,0.049444199491091134,0.049444199491091134,0.0,0.0,0.0,0.022442896332897033,0.022442896332897033,0.027001303158194212,0.027001303158194212,0.94,1.0,0.9505558005089089,regime
2006-11-03,improved_phasesss3_calm_old_low_stress_derisk,neutral_mixed,0.0,0.049444199491091134,0.049444199491091134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2006-11-10,improved_phasesss3_calm_old_low_stress_derisk,recovery_confirmed,0.0,0.049444199491091245,0.049444199491091134,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2006-11-17,improved_phasesss3_calm_old_low_stress_derisk,recovery_confirmed,0.0,0.049444199491091245,0.049444199491091134,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2006-11-24,improved_phasesss3_calm_old_low_stress_derisk,calm_trend,0.0,1.1102230246251565e-16,0.0,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,none
2006-12-01,improved_phasesss3_calm_old_low_stress_derisk,calm_trend,0.0,2.220446049250313e-16,0.0,2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2006-12-08,improved_phasesss3_calm_old_low_stress_derisk,recovery_confirmed,0.0,2.220446049250313e-16,0.0,2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2006-12-15,improved_phasesss3_calm_old_low_stress_derisk,calm_trend,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2006-12-22,improved_phasesss3_calm_old_low_stress_derisk,calm_trend,0.0,1.1102230246251565e-16,0.0,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2006-12-29,improved_phasesss3_calm_old_low_stress_derisk,calm_trend,0.0,1.1102230246251565e-16,0.0,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,none
2007-01-05,improved_phasesss3_calm_old_low_stress_derisk,calm_trend,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2007-01-12,improved_phasesss3_calm_old_low_stress_derisk,calm_trend,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2007-01-19,improved_phasesss3_calm_old_low_stress_derisk,calm_trend,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2007-01-26,improved_phasesss3_calm_old_low_stress_derisk,calm_trend,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,none
2007-02-02,improved_phasesss3_calm_old_low_stress_derisk,calm_trend,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2007-02-09,improved_phasesss3_calm_old_low_stress_derisk,calm_trend,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2007-02-16,improved_phasesss3_calm_old_low_stress_derisk,calm_trend,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2007-02-23,improved_phasesss3_calm_old_low_stress_derisk,calm_trend,0.0,1.1102230246251565e-16,0.0,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,none
2007-03-02,improved_phasesss3_calm_old_low_stress_derisk,calm_trend,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2007-03-09,improved_phasesss3_calm_old_low_stress_derisk,neutral_mixed,1.0,1.1102230246251565e-16,0.0,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2007-03-16,improved_phasesss3_calm_old_low_stress_derisk,neutral_mixed,1.0,1.1102230246251565e-16,0.0,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2007-03-23,improved_phasesss3_calm_old_low_stress_derisk,neutral_mixed,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2007-03-30,improved_phasesss3_calm_old_low_stress_derisk,neutral_mixed,1.0,0.049816396790909656,0.049816396790909434,2.220446049250313e-16,0.0,0.0,0.020822743380747355,0.020822743380747355,0.028993653410162107,0.028993653410162107,0.94,1.0,0.9501836032090906,regime
2007-04-06,improved_phasesss3_calm_old_low_stress_derisk,neutral_mixed,1.0,0.049816396790909545,0.049816396790909434,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2007-04-13,improved_phasesss3_calm_old_low_stress_derisk,neutral_mixed,1.0,0.049816396790909545,0.049816396790909434,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2007-04-20,improved_phasesss3_calm_old_low_stress_derisk,neutral_mixed,1.0,0.049816396790909545,0.049816396790909434,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2007-04-27,improved_phasesss3_calm_old_low_stress_derisk,neutral_mixed,1.0,0.05001729811903033,0.05001729811903011,2.220446049250313e-16,0.0,0.0,0.019948231717162895,0.019948231717162895,0.03006906640186728,0.03006906640186728,0.94,1.0,0.9499827018809699,regime
2007-05-04,improved_phasesss3_calm_old_low_stress_derisk,neutral_mixed,1.0,0.05001729811903022,0.05001729811903011,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2007-05-11,improved_phasesss3_calm_old_low_stress_derisk,neutral_mixed,1.0,0.05001729811903033,0.05001729811903011,2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2007-05-18,improved_phasesss3_calm_old_low_stress_derisk,neutral_mixed,1.0,0.05001729811903022,0.05001729811903011,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2007-05-25,improved_phasesss3_calm_old_low_stress_derisk,neutral_mixed,1.0,0.050336434512717965,0.050336434512717854,1.1102230246251565e-16,0.0,0.0,0.018559049768168634,0.018559049768168634,0.03177738474454944,0.03177738474454944,0.94,1.0,0.9496635654872821,regime
2007-06-01,improved_phasesss3_calm_old_low_stress_derisk,neutral_mixed,1.0,0.050336434512717965,0.050336434512717854,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2007-06-08,improved_phasesss3_calm_old_low_stress_derisk,neutral_mixed,1.0,0.050336434512717965,0.050336434512717854,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2007-06-15,improved_phasesss3_calm_old_low_stress_derisk,neutral_mixed,1.0,0.050336434512717965,0.050336434512717854,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2007-06-22,improved_phasesss3_calm_old_low_stress_derisk,neutral_mixed,1.0,0.050336434512717965,0.050336434512717854,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2007-06-29,improved_phasesss3_calm_old_low_stress_derisk,neutral_mixed,1.0,0.050558429467762345,0.050558429467762345,0.0,0.0,0.0,0.017592718787387093,0.017592718787387093,0.032965710680375376,0.032965710680375376,0.94,1.0,0.9494415705322377,regime
2007-07-06,improved_phasesss3_calm_old_low_stress_derisk,neutral_mixed,1.0,0.050558429467762345,0.050558429467762345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2007-07-13,improved_phasesss3_calm_old_low_stress_derisk,neutral_mixed,1.0,0.050558429467762456,0.050558429467762345,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2007-07-20,improved_phasesss3_calm_old_low_stress_derisk,neutral_mixed,1.0,0.050558429467762345,0.050558429467762345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2007-07-27,improved_phasesss3_calm_old_low_stress_derisk,neutral_mixed,0.0,0.19999999999999996,0.20000000000000007,0.0,0.0,0.0,0.07377920467801746,0.07377920467801746,0.1262207953219825,0.1262207953219825,0.8,1.0,0.7999999999999999,regime
2007-08-03,improved_phasesss3_calm_old_low_stress_derisk,stressed_panic,0.0,0.19999999999999996,0.20000000000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2007-08-10,improved_phasesss3_calm_old_low_stress_derisk,stressed_panic,0.0,0.20000000000000007,0.20000000000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2007-08-17,improved_phasesss3_calm_old_low_stress_derisk,stressed_panic,0.0,0.19999999999999996,0.20000000000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2007-08-24,improved_phasesss3_calm_old_low_stress_derisk,stressed_panic,0.0,0.20000000000000007,0.20000000000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2007-08-31,improved_phasesss3_calm_old_low_stress_derisk,stressed_panic,0.0,0.6,0.5999999999999999,1.1102230246251565e-16,0.0,0.0,0.20417066211733956,0.20417066211733956,0.3958293378826605,0.3958293378826605,0.4,1.0,0.4000000000000001,regime
2007-09-07,improved_phasesss3_calm_old_low_stress_derisk,stressed_panic,0.0,0.6,0.5999999999999999,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2007-09-14,improved_phasesss3_calm_old_low_stress_derisk,stressed_panic,0.0,0.6,0.5999999999999999,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2007-09-21,improved_phasesss3_calm_old_low_stress_derisk,stressed_panic,0.0,0.6,0.5999999999999999,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2007-09-28,improved_phasesss3_calm_old_low_stress_derisk,recovery_fragile,0.0,0.03242617146064575,0.03242617146064575,0.0,0.0,0.0,0.008321485618062743,0.008321485618062743,0.024104685842583018,0.024104685842583018,0.96,1.0,0.9675738285393543,regime
2007-10-05,improved_phasesss3_calm_old_low_stress_derisk,recovery_fragile,0.0,0.03242617146064575,0.03242617146064575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2007-10-12,improved_phasesss3_calm_old_low_stress_derisk,stressed_panic,0.0,0.03242617146064575,0.03242617146064575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2007-10-19,improved_phasesss3_calm_old_low_stress_derisk,stressed_panic,0.0,0.03242617146064575,0.03242617146064575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,none
2007-10-26,improved_phasesss3_calm_old_low_stress_derisk,stressed_panic,0.0,0.6456944762034208,0.6000000000000001,0.04569447620342071,0.04569447620342082,0.0,0.17998888832201845,0.17998888832201845,0.42001111167798144,0.3514693973728502,0.4,1.0,0.39999999999999997,regime
2007-11-02,improved_phasesss3_calm_old_low_stress_derisk,stressed_panic,0.0,0.6456944762034209,0.6000000000000001,0.04569447620342082,0.04569447620342082,0.0,0.0,0.0,0.0,0.0,,,,none
